sex_male,race_white,employed_yes,years_experience,referred,a_levels,gcse,russel_group,honours,years_volunteer,income,it_skills,years_holes,quality_cv
1.0,1.0,0.0,-1.053414229089471,0.0,-0.2106124173571755,-0.1179035830362315,0.0,0.0,0.45982740110110404,0.24507928092726822,1.32593498008432,0.6107828900491108,-0.9021481108657992
0.0,0.0,1.0,-0.1654561826527154,0.0,-0.2106124173571755,-0.1179035830362315,0.0,1.0,0.45982740110110404,0.8195185714886923,0.36264613902921283,0.6107828900491108,-0.9021481108657992
0.0,0.0,1.0,-0.1654561826527154,1.0,-0.2106124173571755,0.9651054466903285,0.0,0.0,-0.7872185248646454,-0.4742506827468921,-0.6006427020258945,0.6107828900491108,0.22347338830130992
1.0,1.0,1.0,0.7225018637840402,1.0,1.6309418002806157,0.9651054466903285,1.0,0.0,-0.7872185248646454,0.5785516031115349,1.32593498008432,-0.649602768327098,1.349094887468419
0.0,1.0,0.0,-1.4973932523078488,0.0,0.7101646914617201,-0.6594080978995115,0.0,0.0,-0.7872185248646454,2.4341181507087124,-0.6006427020258945,3.131554206801528,0.22347338830130992
0.0,1.0,1.0,-0.6094352058710932,0.0,-0.2106124173571755,-1.2009126127627916,0.0,1.0,-0.7872185248646454,-0.23633795303745256,0.36264613902921283,-0.649602768327098,-0.9021481108657992
0.0,1.0,1.0,0.27852284056566246,0.0,0.7101646914617201,0.4236009318270485,0.0,0.0,-0.7872185248646454,2.18229359175202,-0.6006427020258945,-0.649602768327098,-0.9021481108657992
1.0,0.0,1.0,-0.6094352058710932,1.0,0.7101646914617201,-0.1179035830362315,0.0,0.0,0.45982740110110404,-0.16518140595853867,0.36264613902921283,-0.649602768327098,1.349094887468419
0.0,1.0,1.0,0.27852284056566246,0.0,0.7101646914617201,-0.1179035830362315,0.0,0.0,0.45982740110110404,-0.29776459147828205,-1.563931543081002,0.6107828900491108,-2.0277696100329083
1.0,0.0,1.0,2.0544389334391737,1.0,0.7101646914617201,0.4236009318270485,0.0,1.0,0.45982740110110404,-1.2247938092002533,1.32593498008432,-0.649602768327098,1.349094887468419
1.0,0.0,1.0,2.4984179566575517,1.0,-1.1313895261760711,0.4236009318270485,0.0,1.0,-0.7872185248646454,1.4684533539672242,1.32593498008432,0.6107828900491108,1.349094887468419
1.0,0.0,0.0,-0.1654561826527154,0.0,0.7101646914617201,0.9651054466903285,0.0,0.0,0.45982740110110404,0.11528857389287261,-0.6006427020258945,-0.649602768327098,-0.9021481108657992
0.0,0.0,0.0,-0.1654561826527154,0.0,0.7101646914617201,-0.1179035830362315,0.0,0.0,-0.7872185248646454,-0.7010973438869015,-0.6006427020258945,0.6107828900491108,0.22347338830130992
0.0,0.0,0.0,-1.4973932523078488,0.0,-1.1313895261760711,0.4236009318270485,0.0,0.0,-0.7872185248646454,-0.051776018229316184,-1.563931543081002,0.6107828900491108,-0.9021481108657992
1.0,1.0,0.0,-1.053414229089471,1.0,-1.1313895261760711,-0.1179035830362315,0.0,0.0,1.7068733270668535,1.1406606069622796,-1.563931543081002,-0.649602768327098,0.22347338830130992
1.0,0.0,0.0,-1.4973932523078488,0.0,0.7101646914617201,2.0481144764168886,0.0,0.0,-0.7872185248646454,-1.1865961925592297,0.36264613902921283,0.6107828900491108,-2.0277696100329083
0.0,0.0,0.0,-1.053414229089471,0.0,-1.1313895261760711,-1.7424171276260716,0.0,0.0,-0.7872185248646454,-1.5757778196490921,0.36264613902921283,1.8711685484253193,-0.9021481108657992
1.0,0.0,1.0,1.1664808870024181,1.0,0.7101646914617201,0.9651054466903285,0.0,1.0,-0.7872185248646454,1.1580545906198965,1.32593498008432,-0.649602768327098,-0.9021481108657992
1.0,0.0,1.0,0.7225018637840402,1.0,-2.052166634994967,-1.7424171276260716,0.0,0.0,0.45982740110110404,0.5910280896558664,0.36264613902921283,-0.649602768327098,1.349094887468419
0.0,1.0,1.0,0.7225018637840402,0.0,-0.2106124173571755,-0.6594080978995115,0.0,0.0,1.7068733270668535,1.0893256165169107,-1.563931543081002,-0.649602768327098,1.349094887468419
1.0,1.0,1.0,-0.6094352058710932,1.0,-2.052166634994967,-1.2009126127627916,0.0,0.0,1.7068733270668535,-1.5680941802956414,1.32593498008432,-0.649602768327098,0.22347338830130992
0.0,0.0,0.0,-0.6094352058710932,0.0,-1.1313895261760711,-0.1179035830362315,0.0,0.0,-0.7872185248646454,-1.4276005439485697,-1.563931543081002,0.6107828900491108,1.349094887468419
0.0,1.0,1.0,0.7225018637840402,0.0,1.6309418002806157,0.9651054466903285,1.0,0.0,-0.7872185248646454,-0.34569678252547803,-0.6006427020258945,-0.649602768327098,1.349094887468419
1.0,0.0,0.0,-1.4973932523078488,0.0,-2.052166634994967,-0.6594080978995115,0.0,0.0,-0.7872185248646454,0.6203204050115269,0.36264613902921283,1.8711685484253193,-2.0277696100329083
1.0,1.0,1.0,0.7225018637840402,1.0,0.7101646914617201,1.5066099615536086,0.0,1.0,1.7068733270668535,2.27211384631324,0.36264613902921283,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,0.7225018637840402,1.0,-0.2106124173571755,-0.1179035830362315,0.0,1.0,0.45982740110110404,-0.006067062148785501,1.32593498008432,-0.649602768327098,1.349094887468419
0.0,0.0,1.0,-1.053414229089471,0.0,-1.1313895261760711,0.9651054466903285,0.0,0.0,0.45982740110110404,-0.8483898878837456,0.36264613902921283,-0.649602768327098,-0.9021481108657992
1.0,0.0,0.0,-1.053414229089471,0.0,-1.1313895261760711,-0.6594080978995115,0.0,0.0,-0.7872185248646454,-0.6255317316760921,1.32593498008432,0.6107828900491108,0.22347338830130992
0.0,0.0,1.0,-0.6094352058710932,0.0,-0.2106124173571755,-0.1179035830362315,0.0,1.0,0.45982740110110404,0.7569757788550123,-0.6006427020258945,-0.649602768327098,1.349094887468419
1.0,1.0,1.0,-0.6094352058710932,1.0,1.6309418002806157,0.9651054466903285,0.0,0.0,-0.7872185248646454,1.5263038520462084,1.32593498008432,-0.649602768327098,1.349094887468419
0.0,0.0,0.0,-1.053414229089471,0.0,0.7101646914617201,0.9651054466903285,0.0,0.0,-0.7872185248646454,0.37412488456202425,-0.6006427020258945,1.8711685484253193,1.349094887468419
0.0,0.0,1.0,0.7225018637840402,0.0,0.7101646914617201,0.9651054466903285,0.0,0.0,0.45982740110110404,-0.137954614768807,-0.6006427020258945,0.6107828900491108,-2.0277696100329083
0.0,0.0,0.0,-1.053414229089471,0.0,-1.1313895261760711,-0.6594080978995115,0.0,0.0,0.45982740110110404,0.23721008593435094,-0.6006427020258945,1.8711685484253193,-0.9021481108657992
1.0,0.0,1.0,0.27852284056566246,1.0,-0.2106124173571755,-0.1179035830362315,0.0,0.0,0.45982740110110404,-0.6606329570332546,1.32593498008432,0.6107828900491108,0.22347338830130992
1.0,0.0,1.0,-0.1654561826527154,1.0,-0.2106124173571755,-0.1179035830362315,0.0,0.0,-0.7872185248646454,0.4522964812946855,1.32593498008432,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,1.610459910220796,1.0,1.6309418002806157,-0.1179035830362315,1.0,0.0,0.45982740110110404,0.12498582001326618,1.32593498008432,-0.649602768327098,1.349094887468419
0.0,0.0,0.0,-0.6094352058710932,0.0,-0.2106124173571755,-0.6594080978995115,0.0,0.0,0.45982740110110404,-0.9006900506571498,-0.6006427020258945,0.6107828900491108,0.22347338830130992
1.0,0.0,0.0,-0.6094352058710932,0.0,-0.2106124173571755,0.9651054466903285,0.0,0.0,-0.7872185248646454,0.7453989620379727,-1.563931543081002,-0.649602768327098,-2.0277696100329083
1.0,0.0,0.0,-1.4973932523078488,1.0,-1.1313895261760711,0.4236009318270485,0.0,0.0,-0.7872185248646454,0.34989100486501146,0.36264613902921283,0.6107828900491108,-0.9021481108657992
1.0,1.0,1.0,-0.1654561826527154,1.0,-0.2106124173571755,0.4236009318270485,0.0,0.0,1.7068733270668535,-0.23621489714837096,-0.6006427020258945,-0.649602768327098,0.22347338830130992
0.0,0.0,1.0,-1.053414229089471,0.0,-1.1313895261760711,-0.1179035830362315,0.0,0.0,-0.7872185248646454,0.5555349247089425,0.36264613902921283,-0.649602768327098,0.22347338830130992
0.0,1.0,0.0,-0.6094352058710932,0.0,-0.2106124173571755,-0.6594080978995115,0.0,0.0,1.7068733270668535,-0.8015801316500794,-0.6006427020258945,0.6107828900491108,0.22347338830130992
1.0,0.0,1.0,0.7225018637840402,1.0,0.7101646914617201,-0.1179035830362315,0.0,1.0,-0.7872185248646454,0.8650823239441894,0.36264613902921283,0.6107828900491108,0.22347338830130992
0.0,1.0,0.0,-0.1654561826527154,0.0,-0.2106124173571755,0.4236009318270485,0.0,0.0,1.7068733270668535,-0.9675957674359776,-1.563931543081002,4.391939865177736,1.349094887468419
0.0,1.0,1.0,-1.053414229089471,0.0,-0.2106124173571755,1.5066099615536086,0.0,1.0,0.45982740110110404,-0.11781294116048009,0.36264613902921283,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,0.7225018637840402,1.0,-1.1313895261760711,0.4236009318270485,0.0,0.0,-0.7872185248646454,1.869621915680814,-0.6006427020258945,-0.649602768327098,0.22347338830130992
0.0,1.0,1.0,2.0544389334391737,1.0,0.7101646914617201,1.5066099615536086,0.0,0.0,0.45982740110110404,-1.1715458676359327,0.36264613902921283,0.6107828900491108,1.349094887468419
0.0,0.0,0.0,-1.053414229089471,0.0,-0.2106124173571755,-0.6594080978995115,0.0,0.0,0.45982740110110404,0.654929152835911,0.36264613902921283,0.6107828900491108,0.22347338830130992
0.0,0.0,0.0,-0.1654561826527154,0.0,-2.052166634994967,-1.7424171276260716,0.0,0.0,0.45982740110110404,-0.12342645830196458,0.36264613902921283,-0.649602768327098,-0.9021481108657992
0.0,0.0,1.0,0.7225018637840402,0.0,-0.2106124173571755,0.4236009318270485,0.0,0.0,-0.7872185248646454,0.08551352952196904,-0.6006427020258945,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,1.610459910220796,1.0,0.7101646914617201,-0.6594080978995115,0.0,0.0,-0.7872185248646454,1.381193301807958,1.32593498008432,-0.649602768327098,0.22347338830130992
1.0,0.0,0.0,-1.4973932523078488,0.0,-1.1313895261760711,-1.2009126127627916,0.0,0.0,-0.7872185248646454,-0.13677227269996473,0.36264613902921283,1.8711685484253193,-0.9021481108657992
1.0,0.0,0.0,0.27852284056566246,0.0,-1.1313895261760711,-0.1179035830362315,0.0,0.0,-0.7872185248646454,0.3455177187364291,1.32593498008432,-0.649602768327098,0.22347338830130992
1.0,1.0,0.0,0.7225018637840402,0.0,-1.1313895261760711,-0.1179035830362315,0.0,0.0,-0.7872185248646454,0.23357289460873565,-0.6006427020258945,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,1.1664808870024181,1.0,-0.2106124173571755,-0.6594080978995115,0.0,0.0,-0.7872185248646454,0.523176021632931,0.36264613902921283,-0.649602768327098,-0.9021481108657992
0.0,0.0,1.0,-0.6094352058710932,0.0,0.7101646914617201,0.9651054466903285,0.0,0.0,4.200965178998352,-0.015406693635536536,0.36264613902921283,1.8711685484253193,0.22347338830130992
0.0,0.0,0.0,-1.053414229089471,0.0,-1.1313895261760711,-0.1179035830362315,0.0,0.0,-0.7872185248646454,-0.9896204813436432,-0.6006427020258945,0.6107828900491108,-0.9021481108657992
1.0,1.0,1.0,2.0544389334391737,1.0,0.7101646914617201,0.9651054466903285,0.0,0.0,0.45982740110110404,0.8917868893373578,1.32593498008432,-0.649602768327098,1.349094887468419
1.0,1.0,1.0,-0.1654561826527154,1.0,-1.1313895261760711,-0.6594080978995115,0.0,0.0,1.7068733270668535,1.2310081820113208,1.32593498008432,-0.649602768327098,0.22347338830130992
1.0,1.0,0.0,-0.6094352058710932,1.0,-1.1313895261760711,-0.1179035830362315,0.0,0.0,-0.7872185248646454,-0.5283107924006022,1.32593498008432,-0.649602768327098,0.22347338830130992
0.0,1.0,0.0,0.27852284056566246,1.0,-0.2106124173571755,-0.1179035830362315,0.0,0.0,-0.7872185248646454,0.7153446113648118,-0.6006427020258945,-0.649602768327098,-0.9021481108657992
0.0,1.0,0.0,0.7225018637840402,1.0,-0.2106124173571755,-0.1179035830362315,0.0,0.0,0.45982740110110404,-1.7464617544985237,-0.6006427020258945,-0.649602768327098,0.22347338830130992
0.0,0.0,0.0,-0.1654561826527154,0.0,-0.2106124173571755,-1.2009126127627916,0.0,0.0,0.45982740110110404,-0.22344192085058892,-1.563931543081002,0.6107828900491108,1.349094887468419
1.0,0.0,0.0,-1.053414229089471,1.0,-1.1313895261760711,-1.7424171276260716,0.0,0.0,-0.7872185248646454,1.2029357567978562,1.32593498008432,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,2.9423969798759293,1.0,1.6309418002806157,0.9651054466903285,1.0,1.0,0.45982740110110404,1.4349231490898873,0.36264613902921283,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,0.7225018637840402,1.0,1.6309418002806157,1.5066099615536086,1.0,0.0,-0.7872185248646454,1.238554905074254,-0.6006427020258945,-0.649602768327098,1.349094887468419
0.0,0.0,1.0,2.4984179566575517,0.0,1.6309418002806157,0.9651054466903285,1.0,1.0,0.45982740110110404,0.06754711820424858,1.32593498008432,-0.649602768327098,-0.9021481108657992
0.0,1.0,0.0,-0.6094352058710932,0.0,-0.2106124173571755,1.5066099615536086,0.0,1.0,0.45982740110110404,-1.5357101598677008,-0.6006427020258945,-0.649602768327098,-0.9021481108657992
1.0,1.0,0.0,-0.1654561826527154,0.0,0.7101646914617201,-1.2009126127627916,0.0,0.0,1.7068733270668535,0.45172172461053894,-0.6006427020258945,-0.649602768327098,-0.9021481108657992
0.0,1.0,1.0,-0.6094352058710932,1.0,1.6309418002806157,0.4236009318270485,1.0,0.0,-0.7872185248646454,-0.327384380924483,0.36264613902921283,0.6107828900491108,-0.9021481108657992
0.0,0.0,1.0,-0.1654561826527154,1.0,0.7101646914617201,1.5066099615536086,0.0,1.0,1.7068733270668535,1.4424931428771397,0.36264613902921283,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,-0.1654561826527154,1.0,0.7101646914617201,0.4236009318270485,0.0,1.0,-0.7872185248646454,-0.21713996501972974,0.36264613902921283,-0.649602768327098,0.22347338830130992
1.0,0.0,1.0,1.1664808870024181,1.0,-0.2106124173571755,-0.6594080978995115,0.0,0.0,0.45982740110110404,1.7833991163437852,1.32593498008432,0.6107828900491108,0.22347338830130992
0.0,0.0,0.0,-1.053414229089471,0.0,-1.1313895261760711,-1.2009126127627916,0.0,0.0,-0.7872185248646454,-1.151237461931124,-0.6006427020258945,1.8711685484253193,0.22347338830130992
1.0,0.0,0.0,0.27852284056566246,1.0,0.7101646914617201,-0.1179035830362315,0.0,1.0,0.45982740110110404,1.111473779364884,-0.6006427020258945,-0.649602768327098,-0.9021481108657992
1.0,1.0,0.0,0.7225018637840402,0.0,-1.1313895261760711,-0.1179035830362315,0.0,0.0,-0.7872185248646454,-0.5819720200160033,-0.6006427020258945,-0.649602768327098,1.349094887468419
0.0,0.0,1.0,0.27852284056566246,0.0,-0.2106124173571755,-0.1179035830362315,0.0,0.0,0.45982740110110404,-1.0016599864027511,-1.563931543081002,1.8711685484253193,0.22347338830130992
1.0,1.0,1.0,1.1664808870024181,1.0,0.7101646914617201,0.4236009318270485,0.0,1.0,0.45982740110110404,1.3864067409018281,0.36264613902921283,-0.649602768327098,1.349094887468419
0.0,1.0,1.0,2.9423969798759293,1.0,1.6309418002806157,0.9651054466903285,1.0,1.0,1.7068733270668535,0.012734343005553582,-0.6006427020258945,-0.649602768327098,1.349094887468419
1.0,1.0,1.0,-0.1654561826527154,1.0,-0.2106124173571755,-1.7424171276260716,0.0,0.0,-0.7872185248646454,-0.09085120640985007,1.32593498008432,-0.649602768327098,-0.9021481108657992
1.0,1.0,1.0,-0.6094352058710932,1.0,0.7101646914617201,0.4236009318270485,0.0,0.0,-0.7872185248646454,1.2264744923967867,0.36264613902921283,-0.649602768327098,1.349094887468419
1.0,0.0,1.0,2.0544389334391737,1.0,-0.2106124173571755,-0.6594080978995115,0.0,1.0,0.45982740110110404,0.12885123519746167,-0.6006427020258945,-0.649602768327098,0.22347338830130992
0.0,0.0,0.0,-1.053414229089471,0.0,-2.052166634994967,-2.2839216424893514,0.0,0.0,0.45982740110110404,-1.1575038524570274,-1.563931543081002,0.6107828900491108,-2.0277696100329083
0.0,1.0,1.0,1.1664808870024181,1.0,0.7101646914617201,-0.1179035830362315,0.0,1.0,-0.7872185248646454,1.994831359532781,-0.6006427020258945,-0.649602768327098,1.349094887468419
0.0,0.0,0.0,-0.1654561826527154,0.0,-1.1313895261760711,-0.1179035830362315,0.0,0.0,-0.7872185248646454,-1.1660902359478968,-1.563931543081002,0.6107828900491108,0.22347338830130992
0.0,1.0,0.0,-0.6094352058710932,0.0,-1.1313895261760711,-1.2009126127627916,0.0,0.0,2.953919253032603,-1.035761424733327,-1.563931543081002,0.6107828900491108,0.22347338830130992
1.0,1.0,1.0,-0.1654561826527154,1.0,-0.2106124173571755,-0.6594080978995115,0.0,1.0,0.45982740110110404,1.0360491693579665,0.36264613902921283,-0.649602768327098,1.349094887468419
0.0,1.0,1.0,1.610459910220796,1.0,0.7101646914617201,-0.6594080978995115,0.0,0.0,-0.7872185248646454,-0.6301681753174267,1.32593498008432,-0.649602768327098,0.22347338830130992
0.0,0.0,0.0,-0.1654561826527154,0.0,-1.1313895261760711,-0.1179035830362315,0.0,0.0,0.45982740110110404,-0.023182329807174638,-0.6006427020258945,-0.649602768327098,0.22347338830130992
0.0,1.0,0.0,-0.1654561826527154,0.0,-0.2106124173571755,-1.2009126127627916,0.0,0.0,-0.7872185248646454,-0.49011505876747163,-0.6006427020258945,-0.649602768327098,-0.9021481108657992
0.0,1.0,1.0,-1.053414229089471,1.0,0.7101646914617201,0.9651054466903285,0.0,0.0,-0.7872185248646454,0.28281761012075485,-0.6006427020258945,-0.649602768327098,-0.9021481108657992
0.0,0.0,0.0,0.7225018637840402,0.0,-2.052166634994967,-1.2009126127627916,0.0,0.0,-0.7872185248646454,-1.1426823140066145,-1.563931543081002,-0.649602768327098,0.22347338830130992
1.0,0.0,0.0,0.27852284056566246,1.0,0.7101646914617201,1.5066099615536086,0.0,0.0,-0.7872185248646454,-0.21131192343888824,0.36264613902921283,0.6107828900491108,1.349094887468419
0.0,0.0,1.0,0.7225018637840402,0.0,-0.2106124173571755,-0.1179035830362315,0.0,0.0,0.45982740110110404,-1.4324713823344253,-0.6006427020258945,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,1.1664808870024181,1.0,-1.1313895261760711,0.4236009318270485,0.0,0.0,-0.7872185248646454,0.22973581562619258,1.32593498008432,-0.649602768327098,0.22347338830130992
1.0,0.0,1.0,1.610459910220796,1.0,1.6309418002806157,0.9651054466903285,1.0,0.0,0.45982740110110404,0.24030470435862208,1.32593498008432,0.6107828900491108,-0.9021481108657992
1.0,0.0,1.0,1.1664808870024181,1.0,-0.2106124173571755,-1.2009126127627916,0.0,0.0,-0.7872185248646454,0.8435518002822522,1.32593498008432,-0.649602768327098,0.22347338830130992
0.0,1.0,1.0,0.27852284056566246,0.0,0.7101646914617201,1.5066099615536086,0.0,0.0,-0.7872185248646454,0.20280032315485222,-0.6006427020258945,-0.649602768327098,1.349094887468419
0.0,1.0,1.0,0.27852284056566246,1.0,1.6309418002806157,1.5066099615536086,1.0,0.0,0.45982740110110404,2.7909201412698925,-0.6006427020258945,0.6107828900491108,1.349094887468419
0.0,0.0,1.0,-1.053414229089471,1.0,0.7101646914617201,1.5066099615536086,0.0,1.0,0.45982740110110404,0.290802399640869,-0.6006427020258945,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,2.4984179566575517,1.0,-1.1313895261760711,-1.2009126127627916,0.0,0.0,-0.7872185248646454,0.2540888886417287,1.32593498008432,-0.649602768327098,-0.9021481108657992
1.0,0.0,1.0,2.0544389334391737,1.0,0.7101646914617201,0.9651054466903285,0.0,0.0,0.45982740110110404,-1.17270023269913,0.36264613902921283,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,-1.4973932523078488,1.0,0.7101646914617201,-0.1179035830362315,0.0,1.0,0.45982740110110404,-0.07130787079292744,0.36264613902921283,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,2.0544389334391737,1.0,0.7101646914617201,0.4236009318270485,0.0,0.0,-0.7872185248646454,1.0306562693460133,0.36264613902921283,-0.649602768327098,0.22347338830130992
0.0,1.0,0.0,-0.6094352058710932,0.0,-1.1313895261760711,-0.6594080978995115,0.0,0.0,0.45982740110110404,-0.9408717286440805,-0.6006427020258945,1.8711685484253193,-2.0277696100329083
1.0,1.0,0.0,-0.1654561826527154,0.0,-0.2106124173571755,-0.6594080978995115,0.0,1.0,0.45982740110110404,1.1772543892864187,-1.563931543081002,0.6107828900491108,1.349094887468419
1.0,0.0,1.0,-0.1654561826527154,1.0,-0.2106124173571755,-1.2009126127627916,0.0,1.0,0.45982740110110404,1.1086264473581722,1.32593498008432,-0.649602768327098,1.349094887468419
0.0,0.0,0.0,-1.053414229089471,0.0,-0.2106124173571755,-1.2009126127627916,0.0,1.0,-0.7872185248646454,-0.10147843158459854,-1.563931543081002,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,-0.1654561826527154,1.0,-1.1313895261760711,-1.2009126127627916,0.0,0.0,0.45982740110110404,1.875764120944193,0.36264613902921283,-0.649602768327098,1.349094887468419
0.0,0.0,0.0,-1.4973932523078488,0.0,0.7101646914617201,1.5066099615536086,0.0,0.0,-0.7872185248646454,-0.7775733276920986,-0.6006427020258945,-0.649602768327098,1.349094887468419
0.0,1.0,1.0,-0.6094352058710932,1.0,0.7101646914617201,-1.7424171276260716,0.0,0.0,0.45982740110110404,-0.34819065514107805,0.36264613902921283,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,1.1664808870024181,1.0,-0.2106124173571755,-0.1179035830362315,0.0,0.0,0.45982740110110404,-0.43420911830707415,1.32593498008432,-0.649602768327098,1.349094887468419
0.0,0.0,0.0,-0.1654561826527154,0.0,-1.1313895261760711,-1.2009126127627916,0.0,0.0,-0.7872185248646454,-0.5147279916235993,-0.6006427020258945,3.131554206801528,0.22347338830130992
0.0,1.0,1.0,2.9423969798759293,0.0,1.6309418002806157,1.5066099615536086,1.0,1.0,0.45982740110110404,0.6215063124401318,0.36264613902921283,0.6107828900491108,0.22347338830130992
0.0,0.0,0.0,-0.6094352058710932,0.0,-1.1313895261760711,-0.6594080978995115,0.0,0.0,0.45982740110110404,-0.7031960021920195,-1.563931543081002,0.6107828900491108,-0.9021481108657992
1.0,0.0,1.0,-0.6094352058710932,1.0,1.6309418002806157,0.9651054466903285,1.0,1.0,0.45982740110110404,1.6074588862895531,0.36264613902921283,-0.649602768327098,-0.9021481108657992
1.0,0.0,1.0,1.1664808870024181,1.0,-0.2106124173571755,-0.6594080978995115,0.0,0.0,1.7068733270668535,0.2330176285004862,0.36264613902921283,-0.649602768327098,1.349094887468419
0.0,1.0,0.0,-0.1654561826527154,0.0,-1.1313895261760711,-1.2009126127627916,0.0,0.0,-0.7872185248646454,0.6931445844338675,-0.6006427020258945,-0.649602768327098,0.22347338830130992
1.0,0.0,0.0,-1.053414229089471,0.0,-1.1313895261760711,-0.1179035830362315,0.0,0.0,-0.7872185248646454,-2.082212414301565,1.32593498008432,1.8711685484253193,0.22347338830130992
1.0,1.0,1.0,-0.1654561826527154,1.0,1.6309418002806157,1.5066099615536086,1.0,1.0,1.7068733270668535,0.4374399764059469,1.32593498008432,-0.649602768327098,0.22347338830130992
1.0,1.0,1.0,2.0544389334391737,1.0,-0.2106124173571755,-1.7424171276260716,0.0,0.0,-0.7872185248646454,0.29532134817457156,0.36264613902921283,-0.649602768327098,1.349094887468419
